dataset	method	epsilon	time	pairs
cell15	BFE	16	0.07983591233333333	39
cell15	BFE	18	0.09485218266666666	48
cell15	BFE	20	0.102102991	55
cell15	PSI	10	0.031300916666666664	10
cell15	PSI	12	0.028988576999999998	20
cell15	PSI	14	0.03330303233333333	28
cell15	PSI	16	0.035199078	39
cell15	PSI	18	0.042767452666666664	48
cell15	PSI	20	0.043830282000000005	55
cell150	BFE	10	0.08185711833333334	23
cell150	BFE	12	0.08251880766666667	27
cell150	BFE	14	0.08895623366666666	36
cell150	BFE	16	0.09166936033333334	39
cell150	BFE	18	0.10214501833333332	49
cell150	BFE	20	0.10018977899999999	59
cell150	PSI	10	0.03424609633333334	23
cell150	PSI	12	0.034977985	27
cell150	PSI	14	0.03750260033333333	36
cell150	PSI	16	0.04615590566666667	39
cell150	PSI	18	0.05766927	49
cell150	PSI	20	0.04920151033333334	59
cell151	BFE	10	0.025180320666666665	0
cell151	BFE	12	0.025001167666666664	0
cell151	BFE	14	0.025490979666666667	0
cell151	BFE	16	0.02474534266666667	0
cell151	BFE	18	0.024936918333333332	0
cell151	BFE	20	0.023915129666666667	0
cell151	PSI	10	0.006077693	0
cell151	PSI	12	0.0059542269999999994	0
cell151	PSI	14	0.006199150333333334	0
cell151	PSI	16	0.005978840333333333	0
cell151	PSI	18	0.007343094	0
cell151	PSI	20	0.005914897333333334	0
cell152	BFE	10	0.028429117333333333	0
cell152	BFE	12	0.028395059666666667	0
cell152	BFE	14	0.028658399666666667	0
cell152	BFE	16	0.028626822	0
cell152	BFE	18	0.028871354666666665	0
cell152	BFE	20	0.02751163766666667	0
cell152	PSI	10	0.008557731666666665	0
cell152	PSI	12	0.009338803666666666	0
cell152	PSI	14	0.008450341	0
cell152	PSI	16	0.008613513333333333	0
cell152	PSI	18	0.008437772999999999	0
cell152	PSI	20	0.010284485333333333	0
cell153	BFE	10	0.03641128766666667	0
cell153	BFE	12	0.037217696	0
cell153	BFE	14	0.037262844333333336	0
cell153	BFE	16	0.051519022	3
cell153	BFE	18	0.05338009133333334	3
cell153	BFE	20	0.05245258233333333	3
cell153	PSI	10	0.012924351	0
cell153	PSI	12	0.013484797333333333	0
cell153	PSI	14	0.013952633666666665	0
cell153	PSI	16	0.015505176333333334	3
cell153	PSI	18	0.026678172333333333	3
cell153	PSI	20	0.027788855666666664	3
cell154	BFE	10	0.03678072366666667	0
cell154	BFE	12	0.036159183	0
cell154	BFE	14	0.036038779666666666	0
cell154	BFE	16	0.036125798333333334	0
cell154	BFE	18	0.03782063966666666	0
cell154	BFE	20	0.036249678333333334	0
cell154	PSI	10	0.011696075333333333	0
cell154	PSI	12	0.011909535666666667	0
cell154	PSI	14	0.012282570333333333	0
cell154	PSI	16	0.014151513	0
cell154	PSI	18	0.014733572	0
cell154	PSI	20	0.012936958333333335	0
cell155	BFE	10	0.03698371066666667	0
cell155	BFE	12	0.037095807333333335	0
cell155	BFE	14	0.037540309	0
cell155	BFE	16	0.03686418366666667	0
cell155	BFE	18	0.038616542999999996	0
cell155	BFE	20	0.037475477666666666	0
cell155	PSI	10	0.012270627	0
cell155	PSI	12	0.013831547333333334	0
cell155	PSI	14	0.013546767	0
cell155	PSI	16	0.012545983333333333	0
cell155	PSI	18	0.014173115	0
cell155	PSI	20	0.013579286333333334	0
cell156	BFE	10	0.037003143333333335	0
cell156	BFE	12	0.035857886	0
cell156	BFE	14	0.050948639999999996	3
cell156	BFE	16	0.055048830666666666	8
cell156	BFE	18	0.06909699500000001	9
cell156	BFE	20	0.052874571333333335	9
cell156	PSI	10	0.017668567000000003	0
cell156	PSI	12	0.012160234	0
cell156	PSI	14	0.027048436000000002	3
cell156	PSI	16	0.031162342000000003	8
cell156	PSI	18	0.021535025666666666	9
cell156	PSI	20	0.029040546	9
cell157	BFE	10	0.038207167	0
cell157	BFE	12	0.037877086666666664	0
cell157	BFE	14	0.037702664999999996	0
cell157	BFE	16	0.037970499	0
cell157	BFE	18	0.03814282433333333	0
cell157	BFE	20	0.03804245866666667	0
cell157	PSI	10	0.013581942666666666	0
cell157	PSI	12	0.014025514666666666	0
cell157	PSI	14	0.012796566666666667	0
cell157	PSI	16	0.013544963	0
cell157	PSI	18	0.014635573333333332	0
cell157	PSI	20	0.013835159333333335	0
cell158	BFE	10	0.030358716666666667	0
cell158	BFE	12	0.030543921666666668	0
cell158	BFE	14	0.03159408466666667	0
cell158	BFE	16	0.03222643866666666	0
cell158	BFE	18	0.047211786	3
cell158	BFE	20	0.04741399566666667	6
cell158	PSI	10	0.010141107666666666	0
cell158	PSI	12	0.009318715	0
cell158	PSI	14	0.011016082	0
cell158	PSI	16	0.011603413666666666	0
cell158	PSI	18	0.014285598333333333	3
cell158	PSI	20	0.01794123933333333	6
cell159	BFE	10	0.024700702666666668	0
cell159	BFE	12	0.024371905333333332	0
cell159	BFE	14	0.024067199	0
cell159	BFE	16	0.025275988000000003	0
cell159	BFE	18	0.024661034999999998	0
cell159	BFE	20	0.023679526	0
cell159	PSI	10	0.0058822200000000005	0
cell159	PSI	12	0.005870731666666667	0
cell159	PSI	14	0.006175619333333333	0
cell159	PSI	16	0.006169828333333333	0
cell159	PSI	18	0.005736166666666666	0
cell159	PSI	20	0.005837701000000001	0
cell16	BFE	10	0.02705533	0
cell16	BFE	12	0.026515864333333333	0
cell16	BFE	14	0.026242098999999998	0
cell16	BFE	16	0.027564477	0
cell16	BFE	18	0.043657240666666666	3
cell16	BFE	20	0.040494517	3
cell16	PSI	10	0.006913562333333333	0
cell16	PSI	12	0.006767278	0
cell16	PSI	14	0.007384142333333333	0
cell16	PSI	16	0.008426586333333333	0
cell16	PSI	18	0.016170545333333335	3
cell16	PSI	20	0.017947401666666668	3
cell160	BFE	10	0.022470722	0
cell160	BFE	12	0.022498301666666665	0
cell160	BFE	14	0.022635846333333334	0
cell160	BFE	16	0.022520596	0
cell160	BFE	18	0.022567796333333334	0
cell160	BFE	20	0.021089944333333336	0
cell160	PSI	10	0.004605751	0
cell160	PSI	12	0.004617173666666667	0
cell160	PSI	14	0.004694822	0
cell160	PSI	16	0.004427999	0
cell160	PSI	18	0.004708558666666666	0
cell160	PSI	20	0.004526088333333333	0
cell161	BFE	10	0.024085193	0
cell161	BFE	12	0.024211005333333334	0
cell161	BFE	14	0.023833873666666665	0
cell161	BFE	16	0.024251198666666668	0
cell161	BFE	18	0.024449564	0
cell161	BFE	20	0.023205903	0
cell161	PSI	10	0.0054541749999999995	0
cell161	PSI	12	0.005410936333333333	0
cell161	PSI	14	0.0053617100000000004	0
cell161	PSI	16	0.005261688666666667	0
cell161	PSI	18	0.005303556666666666	0
cell161	PSI	20	0.005262866666666667	0
cell162	BFE	10	0.019400107666666666	0
cell162	BFE	12	0.018990287	0
cell162	BFE	14	0.019018869666666667	0
cell162	BFE	16	0.01870815933333333	0
cell162	BFE	18	0.018657478666666668	0
cell162	BFE	20	0.017746637333333332	0
cell162	PSI	10	0.002881037	0
cell162	PSI	12	0.0028533906666666667	0
cell162	PSI	14	0.002948641	0
cell162	PSI	16	0.0028408403333333334	0
cell162	PSI	18	0.0030628316666666665	0
cell162	PSI	20	0.0028681213333333335	0
cell163	BFE	10	0.018132563666666667	0
cell163	BFE	12	0.018567526666666667	0
cell163	BFE	14	0.019421255333333335	0
cell163	BFE	16	0.017719584666666666	0
cell163	BFE	18	0.019076129	0
cell163	BFE	20	0.016805472666666668	0
cell163	PSI	10	0.0025837926666666664	0
cell163	PSI	12	0.0024285873333333334	0
cell163	PSI	14	0.0024247923333333334	0
cell163	PSI	16	0.0025653733333333333	0
cell163	PSI	18	0.002362453333333333	0
cell163	PSI	20	0.0024967066666666668	0
cell164	BFE	10	0.019382907	0
cell164	BFE	12	0.018857688666666667	0
cell164	BFE	14	0.018415303	0
cell164	BFE	16	0.021481628666666665	0
cell164	BFE	18	0.018351933333333334	0
cell164	BFE	20	0.017221575333333333	0
cell164	PSI	10	0.0030267840000000002	0
cell164	PSI	12	0.002791718666666667	0
cell164	PSI	14	0.002636064	0
cell164	PSI	16	0.0030777070000000003	0
cell164	PSI	18	0.0027052206666666667	0
cell164	PSI	20	0.0027163513333333333	0
cell165	BFE	10	0.01840124166666667	0
cell165	BFE	12	0.017990894666666667	0
cell165	BFE	14	0.01841007433333333	0
cell165	BFE	16	0.018799791	0
cell165	BFE	18	0.018547204333333334	0
cell165	BFE	20	0.016835864666666665	0
cell165	PSI	10	0.0026748186666666666	0
cell165	PSI	12	0.0025207059999999997	0
cell165	PSI	14	0.002589387	0
cell165	PSI	16	0.002489367666666667	0
cell165	PSI	18	0.002512265666666667	0
cell165	PSI	20	0.0024837926666666666	0
cell166	BFE	10	0.5014572766666666	1462
cell166	BFE	12	0.574448607	1815
cell166	BFE	14	0.7871237696666665	2198
cell166	BFE	16	0.898697775	2570
cell166	BFE	18	0.9859341553333333	2889
cell166	BFE	20	1.2130126866666666	3296
cell166	PSI	10	0.260668431	1462
cell166	PSI	12	0.28811328099999994	1815
cell166	PSI	14	0.380066631	2198
cell166	PSI	16	0.4494360313333334	2570
cell166	PSI	18	0.5201102150000001	2889
cell166	PSI	20	0.5138118083333334	3296
cell168	BFE	10	0.450799665	698
cell168	BFE	12	0.6292822136666666	887
cell168	BFE	14	0.590402769	1066
cell168	BFE	16	0.6176849293333333	1183
cell168	BFE	18	0.5983559956666666	1277
cell168	BFE	20	0.5133742646666667	1356
cell168	PSI	10	0.133523853	698
cell168	PSI	12	0.1774205986666667	887
cell168	PSI	14	0.21379477333333344	1066
cell168	PSI	16	0.2124595020000001	1183
cell168	PSI	18	0.26190822533333336	1277
cell168	PSI	20	0.26771088766666673	1356
cell169	BFE	10	0.02041333	0
cell169	BFE	12	0.020457809	0
cell169	BFE	14	0.020758118666666665	0
cell169	BFE	16	0.02089724633333333	0
cell169	BFE	18	0.020476673	0
cell169	BFE	20	0.01896337433333333	0
cell169	PSI	10	0.0032071753333333336	0
cell169	PSI	12	0.0032877369999999998	0
cell169	PSI	14	0.003296266	0
cell169	PSI	16	0.0032703963333333337	0
cell169	PSI	18	0.0032864493333333335	0
cell169	PSI	20	0.003215920666666667	0
cell17	BFE	10	0.055744671333333336	3
cell17	BFE	12	0.055229123	3
cell17	BFE	14	0.05723754466666667	3
cell17	BFE	16	0.05695258266666667	3
cell17	BFE	18	0.059825455666666666	6
cell17	BFE	20	0.05704563233333333	6
cell17	PSI	10	0.027234326333333336	3
cell17	PSI	12	0.026556402333333333	3
cell17	PSI	14	0.022444319666666667	3
cell17	PSI	16	0.02244269266666667	3
cell17	PSI	18	0.03345852666666666	6
cell17	PSI	20	0.030179047	6
cell170	BFE	10	0.020600207000000002	0
cell170	BFE	12	0.020722846333333333	0
cell170	BFE	14	0.020626194666666667	0
cell170	BFE	16	0.020822155000000002	0
cell170	BFE	18	0.021153180333333334	0
cell170	BFE	20	0.01936233	0
cell170	PSI	10	0.003650019	0
cell170	PSI	12	0.003431693	0
cell170	PSI	14	0.0035446566666666665	0
cell170	PSI	16	0.003586959	0
cell170	PSI	18	0.003674734	0
cell170	PSI	20	0.003534544666666667	0
cell171	BFE	10	0.19448275933333334	263
cell171	BFE	12	0.21145489633333336	325
cell171	BFE	14	0.26265240533333334	417
cell171	BFE	16	0.2766129313333333	507
cell171	BFE	18	0.31874399033333334	580
cell171	BFE	20	0.2915937586666667	660
cell171	PSI	10	0.08021407766666667	263
cell171	PSI	12	0.08986922766666665	325
cell171	PSI	14	0.11407706699999998	417
cell171	PSI	16	0.11814764399999998	507
cell171	PSI	18	0.13685608000000002	580
cell171	PSI	20	0.11944337066666665	660
cell172	BFE	10	0.018085104666666667	0
cell172	BFE	12	0.018510197	0
cell172	BFE	14	0.018329136333333333	0
cell172	BFE	16	0.018786316333333334	0
cell172	BFE	18	0.018129486333333333	0
cell172	BFE	20	0.017427327666666666	0
cell172	PSI	10	0.0026758703333333335	0
cell172	PSI	12	0.0025716836666666667	0
cell172	PSI	14	0.002643819333333333	0
cell172	PSI	16	0.002562342	0
cell172	PSI	18	0.0025731203333333335	0
cell172	PSI	20	0.0025180303333333333	0
cell173	BFE	10	0.4421462913333333	1302
cell173	BFE	12	0.507182315	1594
cell173	BFE	14	0.605923161	1872
cell173	BFE	16	0.6734490863333333	2163
cell173	BFE	18	0.7995541376666666	2436
cell173	BFE	20	0.785498011	2700
cell173	PSI	10	0.21206526533333336	1302
cell173	PSI	12	0.24579207233333328	1594
cell173	PSI	14	0.28678318266666664	1872
cell173	PSI	16	0.3320387866666667	2163
cell173	PSI	18	0.33451515666666665	2436
cell173	PSI	20	0.3579327199999997	2700
cell174	BFE	10	0.35827147099999995	865
cell174	BFE	12	0.4492562006666667	1020
cell174	BFE	14	0.5241570786666667	1200
cell174	BFE	16	0.5981621556666668	1406
cell174	BFE	18	0.7200931736666666	1581
cell174	BFE	20	0.703289631	1755
cell174	PSI	10	0.17006200299999996	865
cell174	PSI	12	0.16350187666666663	1020
cell174	PSI	14	0.1953192876666667	1200
cell174	PSI	16	0.23740255333333335	1406
cell174	PSI	18	0.27558268166666666	1581
cell174	PSI	20	0.302852627	1755
cell175	BFE	10	0.17596792033333333	223
cell175	BFE	12	0.18294950733333332	252
cell175	BFE	14	0.195352106	290
cell175	BFE	16	0.21383227933333335	329
cell175	BFE	18	0.214817609	358
cell175	BFE	20	0.23569269866666667	387
cell175	PSI	10	0.08152739499999999	223
cell175	PSI	12	0.08312697533333334	252
cell175	PSI	14	0.08623105433333332	290
cell175	PSI	16	0.09399051166666668	329
cell175	PSI	18	0.09730913866666668	358
cell175	PSI	20	0.087575675	387
cell176	BFE	10	0.22845135566666666	341
cell176	BFE	12	0.24831633733333336	403
cell176	BFE	14	0.25722245166666663	482
cell176	BFE	16	0.28466206766666663	541
cell176	BFE	18	0.33800146866666664	607
cell176	BFE	20	0.3137602596666667	658
cell176	PSI	10	0.093501868	341
cell176	PSI	12	0.10102360966666665	403
cell176	PSI	14	0.11008457266666669	482
cell176	PSI	16	0.11344784833333332	541
cell176	PSI	18	0.12632262266666666	607
cell176	PSI	20	0.12031816	658
cell177	BFE	10	0.365506858	608
cell177	BFE	12	0.4927588343333333	782
cell177	BFE	14	0.4949642399999999	915
cell177	BFE	16	0.5601687240000001	1034
cell177	BFE	18	0.5737560743333333	1154
cell177	BFE	20	0.5631850813333332	1241
cell177	PSI	10	0.14548191933333332	608
cell177	PSI	12	0.14311381933333336	782
cell177	PSI	14	0.16120609800000002	915
cell177	PSI	16	0.19386365766666666	1034
cell177	PSI	18	0.22203206633333342	1154
cell177	PSI	20	0.22314242900000006	1241
cell178	BFE	10	0.33762782433333327	781
cell178	BFE	12	0.4266194036666667	932
cell178	BFE	14	0.46699951599999995	1138
cell178	BFE	16	0.6018366003333333	1373
cell178	BFE	18	0.7041867933333333	1583
cell178	BFE	20	0.7658272983333333	1775
cell178	PSI	10	0.16204256266666664	781
cell178	PSI	12	0.1871050366666667	932
cell178	PSI	14	0.19439543266666665	1138
cell178	PSI	16	0.24768843733333332	1373
cell178	PSI	18	0.30987298333333346	1583
cell178	PSI	20	0.27568474333333326	1775
cell179	BFE	10	0.44003483433333335	1197
cell179	BFE	12	0.5649149596666666	1500
cell179	BFE	14	0.7867615436666667	1909
cell179	BFE	16	1.2322067023333334	2323
cell179	BFE	18	1.4860303929999998	2747
cell179	BFE	20	1.9030974086666665	3130
cell179	PSI	10	0.19129181033333334	1197
cell179	PSI	12	0.254840773	1500
cell179	PSI	14	0.30570071866666676	1909
cell179	PSI	16	0.41797979900000015	2323
cell179	PSI	18	0.45119751266666686	2747
cell179	PSI	20	0.5248913160000003	3130
cell18	BFE	10	0.1564453123333333	176
cell18	BFE	12	0.17092686566666668	218
cell18	BFE	14	0.18811046466666664	258
cell18	BFE	16	0.21079505866666665	327
cell18	BFE	18	0.24347430433333334	386
cell18	BFE	20	0.2256559103333333	427
cell18	PSI	10	0.06594063	176
cell18	PSI	12	0.07460986366666665	218
cell18	PSI	14	0.07638683566666667	258
cell18	PSI	16	0.08560699233333334	327
cell18	PSI	18	0.09630560633333332	386
cell18	PSI	20	0.09255416733333333	427
cell180	BFE	10	0.29382823566666666	678
cell180	BFE	12	0.36143621800000003	824
cell180	BFE	14	0.377792197	938
cell180	BFE	16	0.42359879266666667	1053
cell180	BFE	18	0.5547421466666667	1218
cell180	BFE	20	0.482240971	1352
cell180	PSI	10	0.1436501516666667	678
cell180	PSI	12	0.16914691433333337	824
cell180	PSI	14	0.17730378499999996	938
cell180	PSI	16	0.18925784899999995	1053
cell180	PSI	18	0.22458338866666655	1218
cell180	PSI	20	0.19411882666666674	1352
cell181	BFE	10	0.11821359199999999	93
cell181	BFE	12	0.14061714733333333	119
cell181	BFE	14	0.151372137	137
cell181	BFE	16	0.15917144433333333	173
cell181	BFE	18	0.163727298	192
cell181	BFE	20	0.16565854933333332	218
cell181	PSI	10	0.050252244333333335	93
cell181	PSI	12	0.056898849999999994	119
cell181	PSI	14	0.058614399666666664	137
cell181	PSI	16	0.06524732366666666	173
cell181	PSI	18	0.09031378466666665	192
cell181	PSI	20	0.06420130966666666	218
cell182	BFE	10	0.4460531326666667	1260
cell182	BFE	12	0.5274865036666667	1524
cell182	BFE	14	0.6118716556666668	1794
cell182	BFE	16	0.6841915663333333	2112
cell182	BFE	18	0.9487232906666667	2495
cell182	BFE	20	1.2840686343333334	2858
cell182	PSI	10	0.24977575899999996	1260
cell182	PSI	12	0.22571262400000003	1524
cell182	PSI	14	0.26260030333333334	1794
cell182	PSI	16	0.3341082533333334	2112
cell182	PSI	18	0.38151653966666677	2495
cell182	PSI	20	0.44141650433333296	2858
cell183	BFE	10	0.4045637203333333	671
cell183	BFE	12	0.3919236099999999	769
cell183	BFE	14	0.3691159886666667	850
cell183	BFE	16	0.36909052100000006	927
cell183	BFE	18	0.42009695099999994	1022
cell183	BFE	20	0.43301047866666664	1115
cell183	PSI	10	0.192563335	671
cell183	PSI	12	0.1506824236666667	769
cell183	PSI	14	0.15689450833333335	850
cell183	PSI	16	0.1761851016666667	927
cell183	PSI	18	0.19312735000000003	1022
cell183	PSI	20	0.1697100636666667	1115
cell184	BFE	10	0.676147208	1755
cell184	BFE	12	0.8452247443333333	2181
cell184	BFE	14	0.9954158830000002	2575
cell184	BFE	16	1.6078369753333335	2997
cell184	BFE	18	2.4777221726666663	3007
cell184	BFE	20	2.610408893333333	3524
cell184	PSI	10	0.2945264566666667	1755
cell184	PSI	12	0.36531130833333336	2181
cell184	PSI	14	0.45189391900000003	2575
cell184	PSI	16	0.6231666393333332	2997
cell184	PSI	18	0.6424262436666667	3007
cell184	PSI	20	0.6875280330000005	3524
cell185	BFE	10	0.3081818003333333	573
cell185	BFE	12	0.32676324533333334	685
cell185	BFE	14	0.33530704066666667	769
cell185	BFE	16	0.386306886	844
cell185	BFE	18	0.423566822	967
cell185	BFE	20	0.44138626433333333	1101
cell185	PSI	10	0.12585092200000006	573
cell185	PSI	12	0.13067964766666662	685
cell185	PSI	14	0.14665936933333332	769
cell185	PSI	16	0.14692002399999998	844
cell185	PSI	18	0.18283852000000006	967
cell185	PSI	20	0.1761086553333333	1101
cell186	BFE	10	0.35461147033333323	1069
cell186	BFE	12	0.44666054833333335	1246
cell186	BFE	14	0.42847677	1422
cell186	BFE	16	0.47064482733333335	1619
cell186	BFE	18	0.5274882393333333	1790
cell186	BFE	20	0.532985802	1970
cell186	PSI	10	0.16140385766666668	1069
cell186	PSI	12	0.21147012533333337	1246
cell186	PSI	14	0.19496608566666668	1422
cell186	PSI	16	0.22093659600000012	1619
cell186	PSI	18	0.25864474133333343	1790
cell186	PSI	20	0.2707388980000001	1970
cell187	BFE	10	0.5045912163333334	1261
cell187	BFE	12	0.8453833559999999	1617
cell187	BFE	14	0.9095117683333332	1952
cell187	BFE	16	1.570549684	2396
cell187	BFE	18	3.9253841813333334	3119
cell187	BFE	20	6.280238231666667	3709
cell187	PSI	10	0.2007810216666667	1261
cell187	PSI	12	0.28964129866666677	1617
cell187	PSI	14	0.31474943466666677	1952
cell187	PSI	16	0.42317555766666665	2396
cell187	PSI	18	0.5968247119999995	3119
cell187	PSI	20	0.7530956056666663	3709
cell188	BFE	10	0.3428513226666667	871
cell188	BFE	12	0.431520145	1053
cell188	BFE	14	0.48662815600000003	1240
cell188	BFE	16	0.5369072883333333	1413
cell188	BFE	18	0.6718411360000001	1667
cell188	BFE	20	0.844607545	1911
cell188	PSI	10	0.14455899599999997	871
cell188	PSI	12	0.17717540766666662	1053
cell188	PSI	14	0.192416533	1240
cell188	PSI	16	0.2250938356666667	1413
cell188	PSI	18	0.2820884473333334	1667
cell188	PSI	20	0.30232862899999996	1911
cell19	BFE	10	0.021569639666666664	0
cell19	BFE	12	0.021639794666666667	0
cell19	BFE	14	0.021403558	0
cell19	BFE	16	0.021761064	0
cell19	BFE	18	0.021910592666666666	0
cell19	BFE	20	0.023006509	0
cell19	PSI	10	0.004624153666666667	0
cell19	PSI	12	0.004316523	0
cell19	PSI	14	0.004745877333333333	0
cell19	PSI	16	0.00449211	0
cell19	PSI	18	0.004523465999999999	0
cell19	PSI	20	0.0053814100000000005	0
cell191	BFE	10	0.3165683223333333	628
cell191	BFE	12	0.3811835576666667	781
cell191	BFE	14	0.581303669	956
cell191	BFE	16	0.716084032	1122
cell191	BFE	18	0.6241832316666667	1229
cell191	BFE	20	0.7089876196666667	1394
cell191	PSI	10	0.12258957133333334	628
cell191	PSI	12	0.14299672533333332	781
cell191	PSI	14	0.1767532426666667	956
cell191	PSI	16	0.1840526826666667	1122
cell191	PSI	18	0.2098408656666668	1229
cell191	PSI	20	0.21967290866666658	1394
cell192	BFE	10	0.018764359333333334	0
cell192	BFE	12	0.01893983633333333	0
cell192	BFE	14	0.017608884666666668	0
cell192	BFE	16	0.018625279	0
cell192	BFE	18	0.019619388333333335	0
cell192	BFE	20	0.017293080333333332	0
cell192	PSI	10	0.0024504179999999998	0
cell192	PSI	12	0.002514586666666667	0
cell192	PSI	14	0.0024942253333333332	0
cell192	PSI	16	0.002534872	0
cell192	PSI	18	0.0025472330000000003	0
cell192	PSI	20	0.002487702666666667	0
cell193	BFE	10	0.044417894	3
cell193	BFE	12	0.042666283666666666	3
cell193	BFE	14	0.042679345333333334	3
cell193	BFE	16	0.044658212	3
cell193	BFE	18	0.05045312	6
cell193	BFE	20	0.053723021333333336	11
cell193	PSI	10	0.019035018	3
cell193	PSI	12	0.01866396866666667	3
cell193	PSI	14	0.018605378	3
cell193	PSI	16	0.024401358333333335	3
cell193	PSI	18	0.025912153333333333	6
cell193	PSI	20	0.018732509666666668	11
cell194	BFE	10	0.04123063266666667	0
cell194	BFE	12	0.04416291533333334	0
cell194	BFE	14	0.042917256	0
cell194	BFE	16	0.042981860999999996	0
cell194	BFE	18	0.061712682	3
cell194	BFE	20	0.056496442	3
cell194	PSI	10	0.01685996533333333	0
cell194	PSI	12	0.017881900333333332	0
cell194	PSI	14	0.017041267666666665	0
cell194	PSI	16	0.017155553666666667	0
cell194	PSI	18	0.027902358000000002	3
